method,p,rep,n_full,n_sample,rho,rho_tilde,time_fit_full_s,time_fit_sample_s,time_score_s,time_total_s,dataset,tier,method_class
ChiSquare,0.1,1,5000,500,0.92,0.9417215268861076,0.000853909004945308,0.00018170097609981894,0.0004489879938773811,0.01051704998826608,shuttle,T3,I
ChiSquare,0.1,2,5000,500,1.0,0.9575720542882171,0.0010333499521948397,0.004016322025563568,0.0007762779714539647,0.011782848043367267,shuttle,T3,I
ChiSquare,0.1,3,5000,500,0.94,0.9226431785727143,0.0012104589841328561,0.0032728820224292576,0.0006520820315927267,0.00686625501839444,shuttle,T3,I
ChiSquare,0.1,4,5000,500,0.98,0.9064288097152389,0.0008330979617312551,0.00018385000294074416,0.0005067819729447365,0.0030794269987381995,shuttle,T3,I
ChiSquare,0.1,5,5000,500,0.84,0.849941319765279,0.0008906010189093649,0.00020018999930471182,0.0004793370026163757,0.003034772991668433,shuttle,T3,I
ChiSquare,0.1,6,5000,500,0.9,0.865380965523862,0.0008506469894200563,0.00020481902174651623,0.0004956640186719596,0.003037845017388463,shuttle,T3,I
ChiSquare,0.1,7,5000,500,0.96,0.8798934395737583,0.0009360510157421231,0.00020978099200874567,0.0005147909978404641,0.003265989013016224,shuttle,T3,I
ChiSquare,0.1,8,5000,500,0.96,0.9470934203736814,0.0008729270193725824,0.0005247810040600598,0.004178513016086072,0.012915413011796772,shuttle,T3,I
ChiSquare,0.1,9,5000,500,0.96,0.9487323389293556,0.000791881000623107,0.0020498239900916815,0.0003615539753809571,0.007485503039788455,shuttle,T3,I
ChiSquare,0.1,10,5000,500,0.88,0.8956710066840268,0.0013325249892659485,0.0051749200210906565,0.000538057996891439,0.008632427954580635,shuttle,T3,I
ChiSquare,0.1,11,5000,500,0.92,0.9168565634262535,0.0007963680545799434,0.00012145296204835176,0.0003677399945445359,0.0024892110377550125,shuttle,T3,I
ChiSquare,0.1,12,5000,500,0.88,0.8934447577790311,0.0005337659968063235,0.00012257200432941318,0.00030043197330087423,0.0022589769796468318,shuttle,T3,I
ChiSquare,0.1,13,5000,500,0.96,0.9046631706526825,0.0009800930274650455,0.0032147919991984963,0.0007848290260881186,0.006637536978814751,shuttle,T3,I
ChiSquare,0.1,14,5000,500,0.92,0.854622874491498,0.0008347919792868197,0.00018948502838611603,0.00046242401003837585,0.0029395270394161344,shuttle,T3,I
ChiSquare,0.1,15,5000,500,0.88,0.8026677546710187,0.0007599969976581633,0.00311066402355209,0.0004178099916316569,0.0057065130094997585,shuttle,T3,I
ChiSquare,0.1,16,5000,500,0.98,0.9179124716498865,0.0008647220092825592,0.0002133329981006682,0.00047988700680434704,0.003305901016574353,shuttle,T3,I
ChiSquare,0.1,17,5000,500,0.92,0.9810320521282083,0.0009159190231002867,0.00018382398411631584,0.0004342540050856769,0.003305325983092189,shuttle,T3,I
ChiSquare,0.1,18,5000,500,0.92,0.978381769527078,0.0029334650025703013,0.0011428339639678597,0.0008016409701667726,0.007138397020753473,shuttle,T3,I
ChiSquare,0.1,19,5000,500,0.98,0.9948983475933904,0.0010160340461879969,0.0003286369610577822,0.0005141919828020036,0.005178628023713827,shuttle,T3,I
ChiSquare,0.1,20,5000,500,0.92,0.8645089940359761,0.0009529279777780175,0.00020383700029924512,0.0004486949765123427,0.0031560799689032137,shuttle,T3,I
ChiSquare,0.1,21,5000,500,0.94,0.9178009192036769,0.0008808969869278371,0.00016830803360790014,0.00045724399387836456,0.0028695230139419436,shuttle,T3,I
ChiSquare,0.1,22,5000,500,0.9,0.9766944667778671,0.0008311760029755533,0.0002590670483186841,0.0015796389780007303,0.004536313004791737,shuttle,T3,I
ChiSquare,0.1,23,5000,500,0.9,0.8834715658862635,0.0008560240385122597,0.000593066040892154,0.000452417996712029,0.00358980504097417,shuttle,T3,I
ChiSquare,0.1,24,5000,500,0.94,0.9706957867831469,0.000830559991300106,0.00019015901489183307,0.0004981200327165425,0.0028578980127349496,shuttle,T3,I
ChiSquare,0.1,25,5000,500,0.86,0.8861764727058908,0.0007100230432115495,0.00017869699513539672,0.0003560659824870527,0.002992830006405711,shuttle,T3,I
ChiSquare,0.1,26,5000,500,1.0,0.9965580982323928,0.0008465040009468794,0.00017834099708124995,0.0004289739881642163,0.006060348998289555,shuttle,T3,I
ChiSquare,0.1,27,5000,500,0.92,0.9730569162276649,0.001285778998862952,0.00015821598935872316,0.000754373031668365,0.008531289990060031,shuttle,T3,I
ChiSquare,0.1,28,5000,500,0.92,0.9511013404053615,0.0008131050271913409,0.00017401104560121894,0.00039678701432421803,0.0031537360046058893,shuttle,T3,I
ChiSquare,0.1,29,5000,500,0.94,0.9871045564182258,0.0007954189786687493,0.0001919069909490645,0.0004124920233152807,0.002765576005913317,shuttle,T3,I
ChiSquare,0.1,30,5000,500,0.94,0.9037412789651158,0.0007964869728311896,0.00018255802569910884,0.00038814800791442394,0.0031570190330967307,shuttle,T3,I
ChiSquare,0.1,31,5000,500,0.94,0.797193812775251,0.00102690898347646,0.0004131400492042303,0.0005566949839703739,0.004059086961206049,shuttle,T3,I
ChiSquare,0.1,32,5000,500,0.96,0.9817493669974681,0.0012143340427428484,0.00019953696755692363,0.0004848900134675205,0.0033152609830722213,shuttle,T3,I
ChiSquare,0.1,33,5000,500,0.96,0.9775869823479293,0.000988164043519646,0.00041781895561143756,0.0004875269951298833,0.003426896990276873,shuttle,T3,I
ChiSquare,0.1,34,5000,500,0.96,0.9896213024852099,0.0011648790095932782,0.000195904984138906,0.0004672679933719337,0.003310888016130775,shuttle,T3,I
ChiSquare,0.1,35,5000,500,0.94,0.8736000384001535,0.0013216750230640173,0.0002132250228896737,0.0011386469705030322,0.005092830979265273,shuttle,T3,I
ChiSquare,0.1,36,5000,500,0.88,0.9503734654938618,0.0016912249848246574,0.00023678102297708392,0.0006227609701454639,0.007288433029316366,shuttle,T3,I
ChiSquare,0.1,37,5000,500,0.9,0.8873959655838622,0.001960132038220763,0.00034235400380566716,0.0013725380413234234,0.009280983009375632,shuttle,T3,I
ChiSquare,0.1,38,5000,500,0.92,0.9251431245724984,0.0005836469936184585,0.004038890008814633,0.0002709879772737622,0.006444192957133055,shuttle,T3,I
ChiSquare,0.1,39,5000,500,0.96,0.9758925755703022,0.0010278629488311708,0.00019923195941373706,0.0004888019757345319,0.0036519429995678365,shuttle,T3,I
ChiSquare,0.1,40,5000,500,0.92,0.9694375097500388,0.001003640005365014,0.0002646999782882631,0.0005980209680274129,0.003614307031966746,shuttle,T3,I
ChiSquare,0.1,41,5000,500,0.98,0.9470908283633133,0.0013098589843139052,0.0003559709875844419,0.000822781992610544,0.003978991997428238,shuttle,T3,I
ChiSquare,0.1,42,5000,500,0.9,0.7720932643730574,0.001298041024710983,0.0026479269727133214,0.0005032879998907447,0.011724079959094524,shuttle,T3,I
ChiSquare,0.1,43,5000,500,0.96,0.9935536702146809,0.0006854460225440562,0.00012577895540744066,0.00039830198511481285,0.002524120034649968,shuttle,T3,I
ChiSquare,0.1,44,5000,500,0.96,0.8989692918771673,0.0006694530020467937,0.00017323601059615612,0.00041331100510433316,0.0026004649698734283,shuttle,T3,I
ChiSquare,0.1,45,5000,500,0.86,0.7982738170952685,0.0008326030219905078,0.000169709965121001,0.00039454997749999166,0.002811521990224719,shuttle,T3,I
ChiSquare,0.1,46,5000,500,0.92,0.8698419113676454,0.0008720880141481757,0.00020862201927229762,0.0005441289977170527,0.002864024951122701,shuttle,T3,I
ChiSquare,0.1,47,5000,500,0.9,0.8739779919119677,0.0006507179932668805,0.00016813300317153335,0.0003450149670243263,0.002180632029194385,shuttle,T3,I
ChiSquare,0.1,48,5000,500,0.96,0.8374861339445356,0.000674556999001652,0.00016983499517664313,0.00038478500209748745,0.0025757139665074646,shuttle,T3,I
ChiSquare,0.1,49,5000,500,0.96,0.9568473473893895,0.0005731859710067511,0.0030430179904215038,0.0003218370256945491,0.0054970100172795355,shuttle,T3,I
COPOD,0.1,0,5000,500,0.92,0.9532929331717326,0.034869824012275785,0.004980721976608038,0.05240331497043371,0.10178195300977677,shuttle,T3,II
COPOD,0.1,1,5000,500,0.92,0.9979671918687673,0.03209316899301484,0.003165745991282165,0.03580936702201143,0.07589470501989126,shuttle,T3,II
COPOD,0.1,2,5000,500,0.96,0.9158864795459182,0.01644105900777504,0.0032642100122757256,0.04502667102497071,0.06966425100108609,shuttle,T3,II
COPOD,0.1,3,5000,500,0.96,0.9973005652022608,0.031166847969871014,0.0032016330515034497,0.050608576042577624,0.08936629496747628,shuttle,T3,II
COPOD,0.1,4,5000,500,0.92,0.8568395233580933,0.03883340902393684,0.0044878069893456995,0.030397324007935822,0.08236062101786956,shuttle,T3,II
COPOD,0.1,5,5000,500,0.96,0.9964058416233664,0.0307773879612796,0.00651744200149551,0.03989241598173976,0.09174521401291713,shuttle,T3,II
COPOD,0.1,6,5000,500,0.94,0.9595999663998656,0.015679046977311373,0.010995633027050644,0.041389984951820225,0.0767747379723005,shuttle,T3,II
COPOD,0.1,7,5000,500,0.94,0.9369722918891675,0.05393612297484651,0.009758729953318834,0.042105297034140676,0.11727469298057258,shuttle,T3,II
COPOD,0.1,8,5000,500,0.9,0.9478576794307176,0.040551558951847255,0.0042735489550977945,0.036556845996528864,0.09325481200357899,shuttle,T3,II
COPOD,0.1,9,5000,500,0.96,0.9973690134760537,0.015670876018702984,0.005591930006630719,0.05726026900811121,0.08889532997272909,shuttle,T3,II
COPOD,0.1,10,5000,500,0.76,0.8837344149376598,0.025268974946811795,0.004785981960594654,0.05810367804951966,0.10499866300961003,shuttle,T3,II
COPOD,0.1,11,5000,500,0.9,0.9506142344569378,0.03222519700648263,0.005055991990957409,0.049968281004112214,0.09403911099070683,shuttle,T3,II
COPOD,0.1,12,5000,500,0.92,0.9379330637322549,0.023577524989377707,0.0030971840023994446,0.04047721903771162,0.07145109499106184,shuttle,T3,II
COPOD,0.1,13,5000,500,0.88,0.9432770211080843,0.030673647008370608,0.0043919620220549405,0.06331176502862945,0.10698357498040423,shuttle,T3,II
COPOD,0.1,14,5000,500,0.96,0.9967044028176113,0.03223304299172014,0.004373229981865734,0.02857389801647514,0.07378407998476177,shuttle,T3,II
COPOD,0.1,15,5000,500,0.88,0.9379906639626558,0.040882514033000916,0.0031806619954295456,0.056363367999438196,0.10476264503085986,shuttle,T3,II
COPOD,0.1,16,5000,500,0.86,0.8847789951159805,0.02621158305555582,0.0071578610222786665,0.04411356104537845,0.08616184297716245,shuttle,T3,II
COPOD,0.1,17,5000,500,0.9,0.9478295513182052,0.014010979037266225,0.00959262897958979,0.06079097400652245,0.09121242194669321,shuttle,T3,II
COPOD,0.1,18,5000,500,0.96,0.9962871851487406,0.03388772398466244,0.011971271014772356,0.05534424097277224,0.11479128297651187,shuttle,T3,II
COPOD,0.1,19,5000,500,0.96,0.996067440269761,0.02014201501151547,0.0047355329734273255,0.064951371983625,0.10256457701325417,shuttle,T3,II
COPOD,0.1,20,5000,500,1.0,0.9962253609014436,0.023302813002374023,0.004903257999103516,0.05075217899866402,0.08570772898383439,shuttle,T3,II
COPOD,0.1,21,5000,500,0.94,0.9961887847551391,0.04043659602757543,0.003422234032768756,0.049266271002124995,0.10176934499759227,shuttle,T3,II
COPOD,0.1,22,5000,500,0.94,0.9964434737738951,0.016561491996981204,0.0034968400141224265,0.042679900012444705,0.06730239500757307,shuttle,T3,II
COPOD,0.1,23,5000,500,1.0,0.9963244332977331,0.046169903012923896,0.0031919850152917206,0.050809508014936,0.10449448600411415,shuttle,T3,II
COPOD,0.1,24,5000,500,0.92,0.9403383533534133,0.025186928978655487,0.009768938005436212,0.04916881601093337,0.0924327370012179,shuttle,T3,II
COPOD,0.1,25,5000,500,0.96,0.9946339625358501,0.023248877958394587,0.002981467987410724,0.046427867957390845,0.07709671196062118,shuttle,T3,II
COPOD,0.1,26,5000,500,0.82,0.8820312721250885,0.04414959001587704,0.008482631004881114,0.041765778965782374,0.10437924298457801,shuttle,T3,II
COPOD,0.1,27,5000,500,0.8,0.8865127620510482,0.03330698498757556,0.00492547603789717,0.06879788899095729,0.11627083399798721,shuttle,T3,II
COPOD,0.1,28,5000,500,0.98,0.9964028656114625,0.01932545896852389,0.008971743984147906,0.06781596899963915,0.11068139795679599,shuttle,T3,II
COPOD,0.1,29,5000,500,0.92,0.993933447733791,0.024716270971111953,0.003842720005195588,0.03821291396161541,0.0783013790496625,shuttle,T3,II
COPOD,0.1,30,5000,500,0.96,0.940008208032832,0.025998000986874104,0.004772679996676743,0.038581749016884714,0.08584243495715782,shuttle,T3,II
COPOD,0.1,31,5000,500,0.98,0.9977021348085392,0.04019048501504585,0.0041563359554857016,0.04772533295908943,0.10021230299025774,shuttle,T3,II
COPOD,0.1,32,5000,500,0.98,0.9970698762795052,0.02989381499355659,0.003226599015761167,0.04429312498541549,0.0818174000014551,shuttle,T3,II
COPOD,0.1,33,5000,500,0.88,0.9505835143340573,0.04218924802262336,0.0036886799498461187,0.02574109804118052,0.07833622902398929,shuttle,T3,II
COPOD,0.1,34,5000,500,0.88,0.8706090504362017,0.024823027022648603,0.0032711660023778677,0.05560242896899581,0.08805222297087312,shuttle,T3,II
COPOD,0.1,35,5000,500,0.92,0.9257887271549086,0.03507737402105704,0.003632025036495179,0.030145069991704077,0.07714908500202,shuttle,T3,II
COPOD,0.1,36,5000,500,0.88,0.9218482953931815,0.014040604000911117,0.004567058989778161,0.026472342025954276,0.05033850600011647,shuttle,T3,II
COPOD,0.1,37,5000,500,1.0,0.9961482725930902,0.01702734100399539,0.00351140700513497,0.042789659986738116,0.06840280100004748,shuttle,T3,II
COPOD,0.1,38,5000,500,0.98,0.9956762387049548,0.038005059002898633,0.004145298036746681,0.04020659899106249,0.09393546899082139,shuttle,T3,II
COPOD,0.1,39,5000,500,0.82,0.8843492013968055,0.04665978200500831,0.005658028996549547,0.07563597697298974,0.14626483095344156,shuttle,T3,II
COPOD,0.1,40,5000,500,0.92,0.9328531074124297,0.022355945024173707,0.007925448007881641,0.054789553047157824,0.0923243549768813,shuttle,T3,II
COPOD,0.1,41,5000,500,0.86,0.9490401161604647,0.03244500403525308,0.008514881017617881,0.05095144500955939,0.10162273299647495,shuttle,T3,II
COPOD,0.1,42,5000,500,0.96,0.9541255445021781,0.01702010101871565,0.0037310990155674517,0.05492249003145844,0.08008717704797164,shuttle,T3,II
COPOD,0.1,43,5000,500,0.94,0.9378776715106859,0.02107398398220539,0.003154935024213046,0.034684024984017015,0.0633520659757778,shuttle,T3,II
COPOD,0.1,44,5000,500,0.98,0.9947949551798206,0.04659084300510585,0.003509872010909021,0.037302125012502074,0.09391098999185488,shuttle,T3,II
COPOD,0.1,45,5000,500,0.92,0.9339725678902715,0.04057378397556022,0.0043625509715639055,0.04228711995529011,0.09668793302262202,shuttle,T3,II
COPOD,0.1,46,5000,500,0.9,0.917183540734163,0.015593637013807893,0.0032348709646612406,0.061726699001155794,0.08497352997073904,shuttle,T3,II
COPOD,0.1,47,5000,500,0.9,0.9581888567554269,0.037167116010095924,0.004362655978184193,0.0309664870146662,0.07902405800996348,shuttle,T3,II
COPOD,0.1,48,5000,500,0.98,0.9978050472201889,0.03572591400006786,0.008575497020501643,0.04952285101171583,0.10030548699432984,shuttle,T3,II
COPOD,0.1,49,5000,500,0.88,0.8817097668390673,0.03360043198335916,0.004601955006364733,0.05735364800784737,0.10196874500252306,shuttle,T3,II
ECOD,0.1,0,5000,500,0.96,0.99512049248197,0.046180677018128335,0.010520588024519384,0.04311038204468787,0.11792569799581543,shuttle,T3,II
ECOD,0.1,1,5000,500,0.9,0.9973293653174612,0.044367800001055,0.004785372002515942,0.05597926600603387,0.1124253740417771,shuttle,T3,II
ECOD,0.1,2,5000,500,0.9,0.9920186240744963,0.04991986299864948,0.004098804027307779,0.05726193299051374,0.1173293570172973,shuttle,T3,II
ECOD,0.1,3,5000,500,0.96,0.9970474121896488,0.019110150984488428,0.00637747097061947,0.02308098500361666,0.054232699039857835,shuttle,T3,II
ECOD,0.1,4,5000,500,0.94,0.9918023590126929,0.014908250013832003,0.003187933994922787,0.025495833018794656,0.048822909011505544,shuttle,T3,II
ECOD,0.1,5,5000,500,0.94,0.9953781575126301,0.041396084998268634,0.0037541320198215544,0.05306952999671921,0.10505658003967255,shuttle,T3,II
ECOD,0.1,6,5000,500,0.96,0.9969951879807518,0.012656949984375387,0.004232645034790039,0.044320910004898906,0.07158785295905545,shuttle,T3,II
ECOD,0.1,7,5000,500,0.96,0.9963728174912698,0.021275681036058813,0.0032094199559651315,0.02666243800194934,0.055541832000017166,shuttle,T3,II
ECOD,0.1,8,5000,500,0.96,0.9815542942171769,0.022928569989744574,0.004383793042507023,0.05806447099894285,0.0951498249778524,shuttle,T3,II
ECOD,0.1,9,5000,500,0.96,0.9966294265177059,0.02605361898895353,0.005081229028292,0.0626046730321832,0.10109033394837752,shuttle,T3,II
ECOD,0.1,10,5000,500,0.92,0.9957273109092437,0.017029906972311437,0.00482138100778684,0.04732451803283766,0.07603261299664155,shuttle,T3,II
ECOD,0.1,11,5000,500,0.96,0.9974352537410149,0.023619245970621705,0.013749181001912802,0.056128501950297505,0.10024182801134884,shuttle,T3,II
ECOD,0.1,12,5000,500,0.96,0.9965105780423121,0.02425060496898368,0.006521103961858898,0.04647209303220734,0.08691043697763234,shuttle,T3,II
ECOD,0.1,13,5000,500,0.98,0.9972188688754755,0.023533298983238637,0.003920716990251094,0.054059610003605485,0.09001674700994045,shuttle,T3,II
ECOD,0.1,14,5000,500,0.92,0.9954662858651435,0.0332277650013566,0.0033640959882177413,0.033046434982679784,0.07396766595775262,shuttle,T3,II
ECOD,0.1,15,5000,500,0.92,0.9965962103848415,0.03712381504010409,0.0037516039446927607,0.02854669198859483,0.07453172199893743,shuttle,T3,II
ECOD,0.1,16,5000,500,0.94,0.9953013572054289,0.03054720495129004,0.00360542896669358,0.050600154034327716,0.09036976401694119,shuttle,T3,II
ECOD,0.1,17,5000,500,0.96,0.9951878847515391,0.03377929900307208,0.0032287859939970076,0.03197706601349637,0.07376542803831398,shuttle,T3,II
ECOD,0.1,18,5000,500,0.96,0.9957491989967959,0.011949347041081637,0.009655823989305645,0.05626683199079707,0.08646832598606125,shuttle,T3,II
ECOD,0.1,19,5000,500,0.98,0.9956698066792267,0.016806632047519088,0.0032387449755333364,0.05515020794700831,0.08250520197907463,shuttle,T3,II
ECOD,0.1,20,5000,500,0.96,0.9942089926969867,0.02303220599424094,0.004389744019135833,0.04963009402854368,0.08346812502713874,shuttle,T3,II
ECOD,0.1,21,5000,500,0.96,0.9955341581366326,0.049972439010161906,0.010390239011030644,0.04148274997714907,0.11165450396947563,shuttle,T3,II
ECOD,0.1,22,5000,500,0.94,0.9958771675086701,0.049466870026662946,0.004132194968406111,0.05008957296377048,0.1101899990462698,shuttle,T3,II
ECOD,0.1,23,5000,500,0.98,0.9958824475297902,0.04290423000929877,0.006912187032867223,0.049806276976596564,0.11210605502128601,shuttle,T3,II
ECOD,0.1,24,5000,500,0.94,0.9956315025260102,0.01637623703572899,0.0032786980154924095,0.04112315899692476,0.06630192301236093,shuttle,T3,II
ECOD,0.1,25,5000,500,0.96,0.9942224088896355,0.02738832199247554,0.0038413619622588158,0.026202326000202447,0.06229159195208922,shuttle,T3,II
ECOD,0.1,26,5000,500,0.96,0.996373585494342,0.025244140007998794,0.0033379090018570423,0.029449013993144035,0.06393166800262406,shuttle,T3,II
ECOD,0.1,27,5000,500,0.94,0.9934280057120229,0.03427359199849889,0.003631049010436982,0.05835391901200637,0.10067324800183997,shuttle,T3,II
ECOD,0.1,28,5000,500,0.96,0.9954240456961828,0.030378347961232066,0.0042223670170642436,0.04625170200597495,0.08636262995423749,shuttle,T3,II
ECOD,0.1,29,5000,500,0.96,0.9928719714878859,0.04255449795164168,0.004319796978961676,0.03064667497528717,0.08528751798439771,shuttle,T3,II
ECOD,0.1,30,5000,500,0.96,0.9907856911427646,0.01855300401803106,0.005156878964044154,0.03884474001824856,0.06937762501183897,shuttle,T3,II
ECOD,0.1,31,5000,500,0.98,0.9966279865119461,0.037847428990062326,0.0039325529942288995,0.04807453299872577,0.10170629201456904,shuttle,T3,II
ECOD,0.1,32,5000,500,0.96,0.9968053952215807,0.029085098998621106,0.00476071797311306,0.04574001597939059,0.0857446200097911,shuttle,T3,II
ECOD,0.1,33,5000,500,0.98,0.9919773439093756,0.0244459499954246,0.015154974011238664,0.06221552798524499,0.1144607340102084,shuttle,T3,II
ECOD,0.1,34,5000,500,0.98,0.9954160776643106,0.025317232008092105,0.004594065016135573,0.04412061796756461,0.09101738501340151,shuttle,T3,II
ECOD,0.1,35,5000,500,0.92,0.9958815835263342,0.021070640010293573,0.004412488953676075,0.03577149397460744,0.06698437995510176,shuttle,T3,II
ECOD,0.1,36,5000,500,0.94,0.9940596882387529,0.017681404016911983,0.009894966031424701,0.05054426298011094,0.08695137203903869,shuttle,T3,II
ECOD,0.1,37,5000,500,0.96,0.9960983523934096,0.032167729979846627,0.0029549680184572935,0.036352218012325466,0.07848710397956893,shuttle,T3,II
ECOD,0.1,38,5000,500,0.92,0.995441901767607,0.014515842020045966,0.0029681589803658426,0.02351397299207747,0.04764566896483302,shuttle,T3,II
ECOD,0.1,39,5000,500,0.98,0.9900722162888651,0.02293986699078232,0.003104991978034377,0.022852414986118674,0.05322059302125126,shuttle,T3,II
ECOD,0.1,40,5000,500,0.94,0.9945391141564565,0.032896627963054925,0.0043047150247730315,0.02816366800107062,0.07120838697301224,shuttle,T3,II
ECOD,0.1,41,5000,500,0.94,0.9926949467797871,0.011752446996979415,0.0041013400186784565,0.03062257298734039,0.051645289990119636,shuttle,T3,II
ECOD,0.1,42,5000,500,0.98,0.9957828951315804,0.03537548898020759,0.004338892991654575,0.0452957300003618,0.09540093201212585,shuttle,T3,II
ECOD,0.1,43,5000,500,0.96,0.994813291253165,0.029942994005978107,0.004849601013120264,0.05110890499781817,0.09773921902524307,shuttle,T3,II
ECOD,0.1,44,5000,500,0.96,0.9942888411553645,0.045117959030903876,0.01715468504698947,0.05495344800874591,0.12791981000918895,shuttle,T3,II
ECOD,0.1,45,5000,500,0.96,0.9943424093696375,0.04665654100244865,0.004978212004061788,0.06478808500105515,0.12399151001591235,shuttle,T3,II
ECOD,0.1,46,5000,500,0.96,0.996755379021516,0.03187941195210442,0.007960207993164659,0.047400214010849595,0.09662021300755441,shuttle,T3,II
ECOD,0.1,47,5000,500,0.96,0.9957770391081564,0.03879234701162204,0.0031279600225389004,0.036076920048799366,0.08237652597017586,shuttle,T3,II
ECOD,0.1,48,5000,500,0.98,0.9970638282553129,0.04344820597907528,0.004508967977017164,0.033865888020955026,0.08698582695797086,shuttle,T3,II
ECOD,0.1,49,5000,500,0.94,0.9948239472957892,0.04081453196704388,0.0044947539572604,0.04275740799494088,0.09344623400829732,shuttle,T3,II
HBOS,0.1,0,5000,500,0.9108910891089109,0.9149318224617214,0.004245743039064109,0.0012282319949008524,0.0011888020089827478,0.00773277401458472,shuttle,T3,II
HBOS,0.1,1,5000,500,0.8823529411764706,0.9139360310201047,0.002211461018305272,0.0012339099775999784,0.0011739180190488696,0.005699095956515521,shuttle,T3,II
HBOS,0.1,2,5000,500,0.9019607843137255,0.9010615618466197,0.0018515110132284462,0.0018393509672023356,0.0017634420073591173,0.006958067009691149,shuttle,T3,II
HBOS,0.1,3,5000,500,0.9,0.8430572717118222,0.0025655690114945173,0.0018318819929845631,0.0017289450042881072,0.007436100975610316,shuttle,T3,II
HBOS,0.1,4,5000,500,0.92,0.8687665227907625,0.0058277599746361375,0.002039369021076709,0.013618768018204719,0.02279869798803702,shuttle,T3,II
HBOS,0.1,5,5000,500,0.88,0.9093431746464963,0.016131392039824277,0.0017935950309038162,0.0017638769932091236,0.020877611998002976,shuttle,T3,II
HBOS,0.1,6,5000,500,0.94,0.8902831077019403,0.0018262849771417677,0.0012514989939518273,0.0011662589968182147,0.0053185480064712465,shuttle,T3,II
HBOS,0.1,7,5000,500,0.8910891089108911,0.831815813495328,0.002112902991939336,0.0015426430036313832,0.0015066740452311933,0.006229246035218239,shuttle,T3,II
HBOS,0.1,8,5000,500,0.96,0.8246038279890898,0.002271515957545489,0.0017130979686044157,0.0016490300185978413,0.007013128022663295,shuttle,T3,II
HBOS,0.1,9,5000,500,0.8910891089108911,0.8592279083371085,0.0018141900072805583,0.0012430070200935006,0.001180848979856819,0.005299190990626812,shuttle,T3,II
HBOS,0.1,10,5000,500,0.88,0.8144853882541294,0.001770793052855879,0.0018128789961338043,0.0016279040137305856,0.006692540016956627,shuttle,T3,II
HBOS,0.1,11,5000,500,0.9,0.8590379653063016,0.002569392032455653,0.00185545498970896,0.0017231699894182384,0.012246537022292614,shuttle,T3,II
HBOS,0.1,12,5000,500,0.9,0.8959149474757765,0.02102841599844396,0.001958762004505843,0.023271985992323607,0.047836087993346155,shuttle,T3,II
HBOS,0.1,13,5000,500,0.912621359223301,0.8916829500103881,0.018922919989563525,0.0020980489789508283,0.002442158991470933,0.02523949899477884,shuttle,T3,II
HBOS,0.1,14,5000,500,0.86,0.8656022052544138,0.002754946006461978,0.0014036770444363356,0.0021106380154378712,0.007563179999124259,shuttle,T3,II
HBOS,0.1,15,5000,500,0.7920792079207921,0.8626816374215687,0.0025489029940217733,0.0017567710019648075,0.0017408319981768727,0.007599363045301288,shuttle,T3,II
HBOS,0.1,16,5000,500,0.92,0.8832957788289449,0.002217332017607987,0.0021096629789099097,0.0016726520261727273,0.007641587988473475,shuttle,T3,II
HBOS,0.1,17,5000,500,0.84,0.9240580361651467,0.002696828974876553,0.00198941002599895,0.0017903269617818296,0.008146070991642773,shuttle,T3,II
HBOS,0.1,18,5000,500,0.86,0.8691574813278125,0.007798239996191114,0.0012981600011698902,0.001476678007747978,0.011786822055000812,shuttle,T3,II
HBOS,0.1,19,5000,500,0.7924528301886793,0.9012646507113617,0.003119892964605242,0.0018971210229210556,0.0019129979773424566,0.01328849804122001,shuttle,T3,II
HBOS,0.1,20,5000,500,0.9108910891089109,0.8804492396085869,0.012713153031654656,0.002523314964491874,0.006713836046401411,0.023819366004318,shuttle,T3,II
HBOS,0.1,21,5000,500,0.9306930693069307,0.8936978657694532,0.022475946985650808,0.0020332339918240905,0.015579083992633969,0.04162180004641414,shuttle,T3,II
HBOS,0.1,22,5000,500,0.8316831683168316,0.8714717171989897,0.008215146022848785,0.0021540899761021137,0.001834313035942614,0.013993164990097284,shuttle,T3,II
HBOS,0.1,23,5000,500,0.9,0.8876605965238803,0.005081696959678084,0.002024993998929858,0.001924803014844656,0.010816372989211231,shuttle,T3,II
HBOS,0.1,24,5000,500,0.8867924528301887,0.9282204227843586,0.0028380779549479485,0.0026544349966570735,0.0066444239928387105,0.013956348993815482,shuttle,T3,II
HBOS,0.1,25,5000,500,0.8316831683168316,0.8549714964786899,0.013315686024725437,0.0019600189989432693,0.006668023008387536,0.02356947702355683,shuttle,T3,II
HBOS,0.1,26,5000,500,0.8712871287128713,0.9158194620765585,0.008210673986468464,0.002391310001257807,0.002054932003375143,0.014489869005046785,shuttle,T3,II
HBOS,0.1,27,5000,500,0.78,0.7920026461759204,0.008812111045699567,0.002098091004882008,0.0017790489946492016,0.014466056018136442,shuttle,T3,II
HBOS,0.1,28,5000,500,0.9,0.879557933176563,0.004008974996395409,0.002417339012026787,0.0018908630008809268,0.010269360966049135,shuttle,T3,II
HBOS,0.1,29,5000,500,0.8118811881188119,0.8189992172559983,0.00419230799889192,0.0021833970095030963,0.010995838965754956,0.01987338997423649,shuttle,T3,II
HBOS,0.1,30,5000,500,0.88,0.799043645576788,0.015512735990341753,0.0033025689772330225,0.004368755035102367,0.02567373198689893,shuttle,T3,II
